dpus,host_ms,transfer_ms,pim_ms,attention_ms,reorder_ms,other_host_ms,total_ms,xfer_model,validated_output
1,0.8123,0.15763916666666666,4.421548571428572,0.052,0.0145,0.7458,5.391487738095238,trace_cycle,all_dpus
8,0.8921,0.19066541666666664,0.6799485714285715,0.0565,0.027499999999999997,0.8081,1.7627139880952383,trace_cycle,dpu0_shard
