dpus,host_ms,transfer_ms,pim_ms,attention_ms,reorder_ms,other_host_ms,total_ms
1,0.8123,0.15763916666666666,4.81469,0.052,0.0145,0.7458,5.784629166666666
8,0.8921,0.19066541666666664,1.7389475,0.0565,0.027499999999999997,0.8081,2.821712916666667
