dpus,host_ms,transfer_ms,pim_ms,attention_ms,reorder_ms,other_host_ms,total_ms
1,0.11039999999999998,0.42741166666666663,5.386868571428572,0.0095,0.003,0.09789999999999999,5.924680238095238
