scenario,dpus,host_ms,transfer_ms,pim_ms,attention_ms,reorder_ms,other_host_ms,total_ms,xfer_model,validated_output
normal_small,1,0.8123,0.15763916666666666,4.421548571428572,0.052,0.0145,0.7458,5.391487738095238,trace_cycle,all_dpus
normal_small,8,0.8921,0.19066541666666664,0.6799485714285715,0.0565,0.027499999999999997,0.8081,1.7627139880952383,trace_cycle,dpu0_shard
mha_medium,1,1.4041000000000001,1.1191466666666665,200.42024571428573,0.1115,0.022,1.2706000000000002,202.9434923809524,trace_cycle,all_dpus
mha_medium,8,1.3776,1.04996125,24.98731142857143,0.102,0.0205,1.2550999999999999,27.41487267857143,trace_cycle,dpu0_shard
