dpus,host_ms,transfer_ms,pim_ms,attention_ms,reorder_ms,other_host_ms,total_ms,xfer_model,validated_output
1,1.4041000000000001,1.1191466666666665,200.42024571428573,0.1115,0.022,1.2706000000000002,202.9434923809524,trace_cycle,all_dpus
8,1.3776,1.04996125,24.98731142857143,0.102,0.0205,1.2550999999999999,27.41487267857143,trace_cycle,dpu0_shard
